<b>deflect</b><br><span style='color:#7aa2f7'>dih-FLEKT</span>	<b>To turn aside; to fend off blame by redirecting it.</b><hr>To turn something <b>aside from its course</b> — a bullet, a blow, a beam of light. Figuratively: to fend off criticism, blame, or an awkward question by <b>steering attention elsewhere</b>.<br><br>The key is that nothing is stopped or absorbed — it is <i>angled away</i>. A blocker takes the hit; a deflector lets it glance off. That&#x27;s why the figurative use carries a faint whiff of evasion: you <i>rebut</i> a charge by answering it, you <b>deflect</b> it by making it someone else&#x27;s problem. Compared with <i>dodge</i> or <i>duck</i>, though, deflect sounds practised and controlled — the politician who deflects is smooth, not panicking.<hr><b>deflect ≠ defect</b> — one letter apart. <b>Deflect</b> = bend aside. <b>Defect</b> <i>(n.)</i> = a flaw; <i>(v., dee-FEKT)</i> = to desert your country or side.<hr><i><b>Re</b>flect bends it <b>back</b>; <b>de</b>flect bends it <b>away</b> — either way, it never sticks to you.</i><br>Both share <i>flect</i> (&quot;bend&quot;), so the prefix does all the work: <i>re-</i> returns the thing to its source, <i>de-</i> just sends it off sideways.<hr>1. Pressed on the missing funds, the minister <b>deflected</b> the question toward his predecessor and moved briskly on.<hr>2. Every time I ask him about the wedding date he <b>deflects</b> — suddenly he&#x27;s very interested in the dog.<hr><b>Deflector shields</b> in <i>Star Wars</i> and <i>Star Trek</i>: they don&#x27;t absorb incoming fire, they bend it away from the hull — the word&#x27;s literal job, in one bit of sci-fi hardware.<hr>Latin <b>de-</b> (<i>away</i>) + <b>flectere</b> (<i>to bend</i>). That root is a GRE goldmine: <b>flexible</b> (bendable), <b>reflect</b> (bend back), <b>inflection</b> (a bend in a curve, or in the voice), <b>genuflect</b> (bend the knee), <b>flexor</b> (the muscle that bends a joint).	g18 register::neutral connotation::depends
<b>deft</b><br><span style='color:#7aa2f7'>DEFT</span>	<b>Skilful and quick, with a light, effortless touch.</b><hr>Skilful and <b>quick</b> — handling something with neat, economical, unfussy competence.<br><br><i>Skilful</i> is a general compliment; <b>deft</b> is about the <i>lightness of touch</i>. A deft move looks effortless and takes no more effort than it needs — a surgeon&#x27;s stitch, a diplomat sidestepping a hostile question, a chef boning a fish in four seconds. It praises finesse rather than power or brilliance, and it&#x27;s often used of small physical movements or delicate social manoeuvres. Nothing in it is negative: deft is admiring, mildly formal, and a favourite of critics (&quot;a deft touch&quot;).<hr><i><b>Deft</b> is <b>daft</b> with one letter changed — and one is all quick skill, the other all foolishness.</i><br>They really are relatives (both from Old English <i>gedæfte</i>, &quot;gentle, meek&quot;), but the meanings split hard, so let the near-spelling remind you deft = clever hands, daft = no sense at all.<hr>1. The negotiator&#x27;s <b>deft</b> handling of the walkout kept both delegations at the table.<hr>2. She <b>deftly</b> flipped the pancake without even looking up from her phone.<hr>The stock film-review phrase <b>&quot;a deft touch&quot;</b> — critics reach for it whenever a director handles tricky material lightly instead of hammering it.<hr>🚫 <b>Not related to <i>deaf</b></i>, despite the spelling. But it <i>is</i> the same word as <b>daft</b>: Old English <i>gedæfte</i> meant &quot;mild, gentle,&quot; which drifted one way into &quot;meek → silly&quot; (<i>daft</i>) and the other into &quot;fitting, skilful&quot; (<i>deft</i>).	g02 register::neutral connotation::positive antonym::sure-handed-vs-all-thumbs connotation::skill-that-looks-effortless meaning::quick-light-handed-skill
<b>deify</b><br><span style='color:#7aa2f7'>DEE-uh-fye</span>	<b>To make a god of; to exalt beyond all criticism.</b><hr>To <b>make a god of</b> something — literally, in the religious sense (Rome deified its dead emperors), or figuratively, to treat a person or thing as <b>above criticism</b>.<br><br>In modern use it&#x27;s almost always the figurative one, and it usually carries a shrug of disapproval. <i>Admire</i> is fine, <i>idolise</i> is a bit much, <b>deify</b> says the worshipper has lost all judgment — the object can now do no wrong. Note the direction: you deify someone <i>else</i>. It describes the fans, the biographers, the party faithful, and quietly indicts them.<hr>⚠️ <b>deify ≠ edify.</b> One letter apart, both about raising someone up — but <b>edify</b> = <i>instruct, improve morally</i> (an edifying book), while <b>deify</b> = <i>worship</i>. A sermon edifies the congregation; the congregation deifies the preacher.<hr><i><b>-fy = make it so: simpl*ify*, pur*ify*, dei*fy* — make a <i>deity</i> out of a man.</b></i><br>The word is just <i>deity</i> with the factory suffix bolted on, and the promotion is always undeserved — men don&#x27;t qualify.<hr>1. Later historians <b>deified</b> the founder, scrubbing the massacres out of the record and leaving only the marble.<hr>2. Stop <b>deifying</b> your manager — he&#x27;s a guy with a spreadsheet, not an oracle.<hr>The Roman Senate really did vote emperors into godhood after death — which is why Vespasian, dying, is said to have cracked: <i>&quot;Vae, puto deus fio&quot;</i> — &quot;Dear me, I think I&#x27;m becoming a god.&quot;<hr>Latin <b>deus</b> (<i>god</i>) + <b>-ficare</b> (<i>to make</i>, from <i>facere</i>). Literally &quot;god-make.&quot;<br><br><i>Deus</i> is a workhorse root: <b>deity</b>, <b>divine</b>, <b>deism</b>, <b>deus ex machina</b> — and <b>adieu</b>, which is French <i>à Dieu</i>, &quot;to God.&quot;	g01 register::formal connotation::depends antonym::raising-up-vs-bringing-down connotation::devotion-that-stops-questioning connotation::praise-loud-enough-to-stop-judging intensity::praise-to-worship meaning::raising-to-sacred-status second-meaning::church-words-for-secular-devotion
<b>deleterious</b><br><span style='color:#7aa2f7'>del-uh-TEER-ee-uhs</span>	<b>Harmful — quietly, cumulatively, in the clinical sense.</b><hr>Harmful; causing damage, especially to health or wellbeing.<br><br>This is the lab-coat word for harm. <i>Destructive</i> is loud and <i>ruinous</i> is final, but <b>deleterious</b> harm is quiet and cumulative — the damage sleep debt does to your heart, the damage a policy does to a school system over a decade. It also carries an air of clinical detachment: a doctor, a scientist, or a report says &quot;deleterious effects.&quot; A person shouting at you does not.<hr>⚠️ <b>deleterious ≠ delirious.</b> <i>Deleterious</i> = harmful. <i>Delirious</i> = wildly confused or wildly excited. Similar mouthfeel, unrelated meanings — a fever can leave you delirious, and the fever itself is deleterious.<hr><i><b>Delete</b>rious doesn&#x27;t <i>erase</i> you — it <b>erodes</b> you.</i><br>The lookalike &quot;delete&quot; gets you to <i>harm</i>, and the correction — erode, not erase — gets you to the slow, accumulating kind of harm the word actually names.<hr>1. Prolonged exposure to low-level noise has a measurably <b>deleterious</b> effect on children&#x27;s reading comprehension.<hr>2. Three coffees after 8pm is a <b>deleterious</b> habit and I&#x27;m choosing not to think about it.<hr>In genetics, every mutation gets sorted into one of three buckets: beneficial, neutral, or <b>deleterious</b>. It&#x27;s the standard technical label — which is exactly why the word sounds like a paper rather than an insult.<hr>Greek <b>dēleisthai</b> = <i>&quot;to hurt, injure&quot;</i> → <i>dēlētērios</i>, &quot;noxious.&quot;<br><br>🚫 <b>Nothing to do with <i>delete</i>.</b> That&#x27;s Latin <i>delere</i>, &quot;to blot out&quot; (<i>deletion, indelible</i>). The resemblance is pure coincidence — useful as a hook, false as history.	g09 register::formal connotation::negative antonym::health-giving-vs-quietly-poisonous connotation::harm-stated-clinically intensity::degrees-of-harm:-from-working-against-yo meaning::slow-hidden-harm
<b>deliberate</b><br><span style='color:#7aa2f7'>dih-LIB-uh-rut</span>	<b>Done on purpose after weighing it; or, to weigh carefully.</b><hr><b>Adjective, sense 1:</b> done <b>on purpose</b>, with the consequences already weighed — not accidental, not impulsive.<br><b>Adjective, sense 2:</b> <b>unhurried and measured</b> — &quot;a deliberate pace,&quot; &quot;deliberate movements.&quot;<br><b>Verb:</b> to <b>think or discuss something over carefully</b> before deciding.<br><br><i>Intentional</i> just means you meant it. <b>Deliberate</b> says you thought about it first — which is why it&#x27;s the word prosecutors and critics reach for: <i>deliberate cruelty</i>, <i>a deliberate snub</i>, <i>a deliberate falsehood</i>. The forethought is what makes it damning. Turned the other way, the same forethought is a compliment: a deliberate craftsman, a deliberate decision. Sense 2 is the same idea applied to speed — deliberate slowness isn&#x27;t sluggishness, it&#x27;s someone taking the time the thing deserves.<hr><i><b>De-LIBRA-te</b> — the scales are sitting in the middle of the word. You weigh first, <i>then</i> act.</i><br>Weighing takes time, which gives you both senses at once: the slow measured pace, and the fact that whatever follows was decided, not stumbled into.<hr>1. The committee <b>deliberated</b> for six hours before conceding that no version of the proposal could survive a vote.<hr>2. That wasn&#x27;t a slip of the tongue — she left his name off the list, and it was 100% <b>deliberate</b>.<hr>&quot;The jury is still <b>deliberating</b>&quot; — the line every courtroom drama and news bulletin uses for the hours the verdict takes. Twelve people in a room, weighing.<hr>Latin <b>dē- + lībrāre</b> = <i>&quot;to weigh out,&quot;</i> from <b>lībra</b>, a pair of <b>scales</b>. Same <i>libra</i> as the zodiac sign <b>Libra</b> (the scales), as <b>equilibrium</b> (equal weights), and as the <b>lb</b> abbreviation for pound.<br><br>🚫 <b>Not <i>liber</i>, &quot;free.&quot;</b> That&#x27;s <i>liberate, liberty, liberal</i> — a different root that happens to look identical. Deliberating has nothing to do with freeing anything.	g11 register::neutral connotation::depends antonym::leaping-before-looking-vs-weighing-it-fi lookalike::deliberate-delineate-denigrate-deprecate second-meaning::stress-shifts-meaning-shifts
<b>delineate</b><br><span style='color:#7aa2f7'>dih-LIN-ee-ayt</span>	<b>To mark out the exact boundaries or outline of something.</b><hr>To <b>draw the outline of</b> something, or — far more often on the GRE — to <b>describe it precisely, edge to edge</b>, so its limits are unmistakable.<br><br>The word is about <b>boundaries, not detail</b>. You <i>describe</i> a landscape; you <i>delineate</i> a border. To delineate two theories is to show exactly where one stops and the other begins; to delineate a role is to say what falls inside it and what does not. It&#x27;s a cool, technical, faintly bureaucratic verb — the language of contracts, treaties, and organisational charts, never of gossip. Its natural companion adverb is <i>clearly</i>, and the reason it collocates so hard is that the whole point of delineating is removing ambiguity.<hr><i>de-<b>LINE</b>-ate — you draw a <b>line</b> around it.</i><br>The word wears its meaning in the middle: not &quot;tell me about it,&quot; but &quot;put a line where it ends.&quot;<hr>1. The treaty <b>delineated</b> the frontier river by river, leaving no stretch of the border open to interpretation.<hr>2. Before we start, can someone <b>delineate</b> who&#x27;s actually responsible for what? I&#x27;ve had three people tell me it&#x27;s not their job.<hr>Read almost any job description or team charter and you&#x27;ll hit &quot;<b>clearly delineated</b> roles and responsibilities&quot; — corporate boilerplate for <i>we have drawn lines so you can&#x27;t blame each other</i>.	g25 register::formal connotation::neutral antonym::making-clear-vs-muddying antonym::sharp-edged-form-vs-shapeless-mass lookalike::deliberate-delineate-denigrate-deprecate meaning::elucidate-delineate-articulate:-three-di
<b>delusion</b><br><span style='color:#7aa2f7'>dih-LOO-zhun</span>	<b>A false belief clung to despite all evidence.</b><hr>A <b>false belief held with full conviction and immune to evidence</b> — and, by extension, the state of holding one.<br><br>A mistake gets corrected. An illusion dissolves the moment someone shows you the wires. A <b>delusion survives its own refutation</b> — that&#x27;s the defining feature, and why the word indicts the <i>believer</i>, not the belief. There&#x27;s a clinical shadow on it too (psychiatry uses <i>delusion</i> as a technical term for a fixed false belief), so calling someone&#x27;s plan a delusion isn&#x27;t saying it&#x27;s wrong; it&#x27;s saying they can&#x27;t be reached. In everyday use — <i>delusions of grandeur</i>, <i>she&#x27;s delusional</i> — the tone drops from diagnostic to mocking.<hr>⚠️ <b>delusion ≠ illusion.</b><br>- <b>illusion</b> = out in the world — a trick of light or stagecraft that fools <i>everyone</i> looking<br>- <b>delusion</b> = inside the head — it fools only its owner<br><br>You share an illusion with the whole audience. You hold a delusion alone.<hr><i>A mistake dies when you show it the evidence; a <b>delusion</b> grips harder.</i><br>What makes a belief a delusion isn&#x27;t that it&#x27;s false — it&#x27;s that contradicting it only tightens the hold.<hr>1. The regime&#x27;s last months were governed by the <b>delusion</b> that the army was still loyal and the borders still held.<hr>2. If you reckon you&#x27;ll pass that exam without opening the book once, that&#x27;s not confidence, mate, that&#x27;s a <b>delusion</b>.<hr><b>\&quot;Delusions of grandeur\&quot;</b> is the phrase you&#x27;ve heard a hundred times — and it tells you something: delusions tend to arrive <i>flattering</i>, sized to fit the person holding them.<hr>Latin <b>dēlūdere</b> = <i>&quot;to play false, to mock&quot;</i> — from <b>lūdere</b>, <i>&quot;to play&quot;</i> (<i>ludus</i> = a game). A delusion is reality playing you for a fool.<br><br>That root pays out across the whole exam: <b>ludicrous</b> (fit to be laughed at), <b>prelude</b> / <b>interlude</b> (played before / between), <b>allude</b> (play toward — hint at), <b>elude</b> (play away from — escape), <b>collude</b> (play together — secretly), <b>illusion</b>, <b>elusive</b>.	g21 register::neutral connotation::negative antonym::solid-enough-to-touch-vs-dissolving-in-t root::root:-ludere-to-play-indirection-evasion
<b>demur</b><br><span style='color:#7aa2f7'>dih-MER</span>	<b>To object mildly or hesitate rather than flatly refuse.</b><hr>To <b>raise an objection or hesitate</b> before agreeing — to balk, politely.<br><br>The force is deliberately low. A person who <i>refuses</i> has said no; a person who <b>demurs</b> has only signalled reluctance — a raised eyebrow, a &quot;well, I&#x27;m not sure that&#x27;s quite right,&quot; a delay dressed as courtesy. It&#x27;s the vocabulary of boardrooms, courts and diplomacy, where open refusal is rude but silence is consent. Often it&#x27;s a way of not answering at all: <i>asked to comment, he demurred.</i><hr>⚠️ <b>demur ≠ demure.</b><br>- <b>demur</b> <i>(dih-MER, verb)</i> = object mildly, hesitate<br>- <b>demure</b> <i>(dih-MYOOR, adj.)</i> = modest, shy, reserved in manner<br><br>One letter, different word class, different meaning. A demure guest might still demur.<hr><i><b>demur</b> ends in <b>-mur</b>, as in <b>murmur</b> — an objection <i>murmured</i>, never shouted.</i><br>That murmur captures the strength of it: audible disagreement, well short of a no.<hr>1. Counsel <b>demurred</b> at the judge&#x27;s characterisation of the evidence, though he declined to press the point.<hr>2. I asked if he&#x27;d cover my shift and he <b>demurred</b> — didn&#x27;t say no, just went very quiet about it.<hr>Standard press-conference shorthand: when a reporter asks a politician whether she&#x27;ll run and the write-up says <i>&quot;she demurred,&quot;</i> it means she dodged without ever refusing.<hr>Latin <b>morari</b> = <i>&quot;to delay&quot;</i> (from <i>mora</i>, a delay), with <b>de-</b>. To demur was originally to <b>hold things up</b> — which is exactly why it still means hesitating rather than refusing.<br><br>Same root: <b>moratorium</b> (an official delay), and the legal <b>demurrer</b> (a plea that stalls a case).	g02 register::formal connotation::neutral antonym::straight-answer-vs-dodging-the-question intensity::mild-objection-to-revolt meaning::failing-to-commit-to-a-choice
<b>denigrate</b><br><span style='color:#7aa2f7'>DEN-ih-grayt</span>	<b>To belittle unfairly; to blacken someone&#x27;s reputation.</b><hr>To attack someone&#x27;s reputation or belittle their worth — to run them down unfairly.<br><br>The unfairness is baked in. You can <i>criticise</i> a book fairly, but to <b>denigrate</b> it is to talk it down beyond what it deserves, and the word quietly convicts the speaker as much as the target. It also tends to be a campaign rather than an outburst: a steady drip of belittling remarks, often about a person&#x27;s character, competence, or achievements. Register is formal — it&#x27;s the word of editorials, HR policies and eulogies-in-reverse, not of a pub argument.<hr><b>denigrate ≠ deprecate.</b> To <i>denigrate</i> is to blacken someone else&#x27;s name; to <i>deprecate</i> is to express mild disapproval — which is why <i>self-deprecating</i> is charming (you&#x27;re gently mocking yourself) and self-<i>denigrating</i> would be bleak.<hr><i><b>de-NIG-RATE</b> — you <i>de</i>-rate them: knock their rating down below what it&#x27;s worth.</i><br>The word ends in the sound of <i>rate</i>, and denigrating is exactly that — marking someone down unfairly rather than judging them accurately.<hr>1. The memoir is generous to his rivals, refusing to <b>denigrate</b> even the men who engineered his downfall.<hr>2. Stop <b>denigrating</b> your own work — you spent two years on that thing.<hr>Latin <b>de-</b> (<i>completely</i>) + <b>niger</b> (<i>black</i>) → <i>denigrare</i>, &quot;to blacken.&quot; You blacken a name, and the reputation is what&#x27;s stained.<br><br>Same <i>niger</i> gives French <b>noir</b> — as in <b>film noir</b>, the genre literally named &quot;black film.&quot;	g34 register::formal connotation::negative antonym::blackening-a-name-vs-burnishing-one antonym::praising-to-the-skies-vs-tearing-down connotation::attacks-on-a-reputation intensity::attacking-a-reputation lookalike::deliberate-delineate-denigrate-deprecate meaning::attacking-a-reputation
<b>denounce</b><br><span style='color:#7aa2f7'>dih-NOWNS</span>	<b>To condemn publicly and forcefully.</b><hr>To <b>condemn something publicly and openly</b> — to stand up and declare a person, act, or idea evil, false, or intolerable. Secondary sense: to <b>inform against</b> someone to the authorities (&quot;he was denounced to the police&quot;).<br><br>Volume is built into the word. You can <i>disapprove</i> privately and <i>criticise</i> mildly, but you cannot denounce quietly — it&#x27;s a public act, aimed at an audience, and it puts the speaker&#x27;s own reputation behind the charge. It also outranks <i>criticise</i> in heat: criticism finds fault, denunciation demands that others share the outrage.<hr>⚠️ <b>denounce ≠ renounce.</b><br>- <b>denounce</b> = publicly attack <i>someone else&#x27;s</i> wrongdoing<br>- <b>renounce</b> = formally give up <i>something of your own</i> (a claim, a throne, a faith)<br><br>A cardinal may denounce heresy; a king renounces the throne.<hr><i><b>De-NOUNCE = announce, turned against someone.</b></i><br>Same <i>-nounce</i> as <b>announce</b>, so it&#x27;s inherently a public broadcast — the <i>de-</i> just aims it downward at a target.<hr>1. In a speech to the assembly, she <b>denounced</b> the new statute as a licence for the powerful to rob the poor.<hr>2. He went online and <b>denounced</b> the whole company by name, which felt great for about a day.<hr>Orwell&#x27;s <i>1984</i> runs on the second sense — children are trained to <b>denounce</b> their own parents to the Thought Police, and Parsons is turned in by his seven-year-old daughter.<hr>Latin <b>nuntiare</b> = <i>&quot;to announce&quot;</i> (from <i>nuntius</i>, a messenger), plus <b>de-</b> <i>&quot;down, against.&quot;</i><br><br>The root is a GRE workhorse: <b>announce</b>, <b>pronounce</b>, <b>renounce</b>, <b>enunciate</b>, <b>nuncio</b> (the Pope&#x27;s messenger-ambassador). Note the spelling shift in the noun — <i>denounce</i> → <b>denunciation</b>, where the Latin <i>nunti-</i> resurfaces.	g24 register::formal connotation::negative antonym::official-approval-vs-official-condemnati intensity::official-disapproval:-from-mild-to-blist meaning::formal-public-condemnation
<b>deportment</b><br><span style='color:#7aa2f7'>dih-PORT-muhnt</span>	<b>How you carry yourself — posture, bearing, and manners.</b><hr>The way a person <b>carries and conducts themselves</b> — posture, bearing, and outward manners.<br><br>This is behaviour <i>as graded by an onlooker</i>. It&#x27;s a schoolmaster&#x27;s word, faintly old-fashioned and institutional: the thing finishing schools taught and report cards scored. Where <b>demeanour</b> is the air or mood you give off, <b>deportment</b> is the visible discipline of the body and its manners — how you stand, sit, enter a room, address your elders — measured against a standard of propriety.<hr>⚠️ <b>deportment ≠ deportation.</b> Both grew out of <i>deport</i>, but they split: <b>deportment</b> = how you carry <i>yourself</i>; <b>deportation</b> = being carried <i>out of the country</i>. The exam likes this gap.<hr><i><b>Port</b> = carry, so deportment is how you <i>carry yourself</i> — which is exactly why its synonym is <b>bearing</b>.</i><br>Both words are the same idea twice: <i>deportment</i> carries the Latin for &quot;carry,&quot; and <i>bearing</i> carries the English one.<hr>1. The headmistress praised her <b>deportment</b> — spine straight, hands still, not a word out of turn.<hr>2. Loved the interview answers, but his <b>deportment</b> was a mess — slouched, fidgeting, checking his phone.<hr>The old finishing-school exercise of walking across a room with a book balanced on your head — that class was literally called <b>deportment</b>, and British school reports once carried a grade for it beside conduct.<hr>Latin <b>portāre</b> = <i>&quot;to carry.&quot;</i> One root, a large family: <b>portable</b>, <b>transport</b>, <b>export</b>, <b>porter</b>, <b>portfolio</b> (a case for carrying loose leaves), <b>comport</b> and <b>comportment</b> (a near-twin of <i>deportment</i>).	g30 register::formal connotation::neutral meaning::correct-conduct
<b>depose</b><br><span style='color:#7aa2f7'>dih-POHZ</span>	<b>To remove a ruler from power; to take sworn testimony.</b><hr>Two distinct senses, both worth knowing:<br><br><b>1. To remove someone from high office</b> — a king, a dictator, a party leader — by force or by formal act.<br><b>2. (Legal) To take sworn testimony from someone</b> out of court, or to give it yourself.<br><br>Sense 1 is the GRE one, and it&#x27;s specifically about <b>rank</b>. You depose a <i>ruler</i>, not a shop assistant; the word carries the weight of a throne or a presidency. It&#x27;s also colder and more formal than its neighbours: <i>overthrow</i> implies violence, <i>oust</i> is scrappy and can apply to anyone, <i>abdicate</i> is the ruler stepping down willingly — <b>depose</b> is the neutral, almost procedural statement that the office was taken away. A palace coup, a vote of no confidence, and an armed revolt can all depose a leader.<br><br>Sense 2 turns up in every legal thriller: the lawyer <b>deposes</b> the witness, and the transcript is the <b>deposition</b>.<hr><i><b>De-pose</b> = to <i>un-pose</i>: take the king down off his royal pose — or put your sworn words down on the record.</i><br>Both senses are literally &quot;putting down&quot;: a monarch down from the throne, testimony down onto the page.<hr>1. The generals <b>deposed</b> the emperor within a week, installing a nephew who could be relied upon to sign whatever they put in front of him.<hr>2. They <b>deposed</b> the CEO over a WhatsApp group before he&#x27;d even landed.<hr>In any legal drama — <i>Suits</i>, <i>Better Call Saul</i> — someone is always being <b>deposed</b> in a glass conference room: sworn in, recorded, no judge in sight. That&#x27;s sense 2 in its natural habitat.<hr>Latin <b>de-</b> (<i>down</i>) + <b>ponere</b> (<i>to put, to place</i>) — literally <i>to put down</i>.<br><br>That root is a GRE goldmine: <b>deposit</b> (put down money), <b>position</b>, <b>compose</b>, <b>impose</b>, <b>postpone</b> (put after), <b>component</b>, <b>exponent</b>, <b>repository</b>.	g29 register::formal connotation::depends antonym::raising-up-vs-bringing-down intensity::demotion-to-expulsion meaning::driven-out:-from-a-place-a-post-or-a-ran root::root:-ponere-positus-to-place second-meaning::courtroom-senses-hiding-in-everyday-word
<b>depravity</b><br><span style='color:#7aa2f7'>dih-PRAV-ih-tee</span>	<b>Deep, settled moral corruption — wickedness as character, not slip.</b><hr>Deep, thoroughgoing <b>moral corruption</b> — wickedness that has settled into the character rather than flared up once.<br><br>The word is heavy and judgemental, with a pulpit or courtroom behind it. <i>Immorality</i> is a category, <i>vice</i> is a habit, but <b>depravity</b> says the rot goes all the way down: this person is not tempted, they are spoiled. It&#x27;s the term reached for in cases of cruelty, perversion, and appetite indulged past any restraint — never for a small lapse. Calling someone&#x27;s conduct depraved marks the speaker as morally appalled, not merely disapproving.<hr>⚠️ <b>depravity ≠ deprivation.</b><br>- <b>depravity</b> = you are morally <i>rotten</i> (Latin <i>pravus</i>, crooked)<br>- <b>deprivation</b> = you have been <i>denied</i> something (Latin <i>privare</i>, to strip)<br><br>Slum children suffer deprivation; the men who exploit them show depravity.<hr><i><b>Depravity rhymes with gravity — a constant moral falling, not one stumble.</b></i><br>Gravity pulls always and everywhere, which is exactly the claim the word makes: the corruption is permanent and total, not an isolated slip.<hr>1. The report catalogued a <b>depravity</b> the committee&#x27;s members had not believed possible in a licensed institution.<hr>2. He watched two hours of the show and declared the whole thing a monument to human <b>depravity</b> — then queued up episode three.<hr><b>&quot;Depraved indifference&quot;</b> — the US homicide standard you&#x27;ve heard every prosecutor say on <i>Law &amp; Order</i>: killing not by intent but by a recklessness so total it shows contempt for human life.<hr>Latin <b>pravus</b> = <i>&quot;crooked, bent&quot;</i>, with <b>de-</b> as an intensifier: utterly bent. English morality runs on the straight/crooked metaphor — <b>upright</b>, <b>rectitude</b>, <b>straight-laced</b>, <b>correct</b> — and <i>depravity</i> is that line warped out of true.	g32 register::formal connotation::negative intensity::minor-fault-to-depravity meaning::moral-rot:-depth-cheapness-and-decline
<b>deprecate</b><br><span style='color:#7aa2f7'>DEP-ruh-kayt</span>	<b>To disapprove of mildly; to mark as obsolete.</b><hr>To <b>express disapproval of</b> something — to say, in measured terms, that it is undesirable or ill-advised. In tech, the specialised sense: to <b>mark as obsolete</b>, still working but officially discouraged and headed for removal.<br><br>The disapproval is cool, not hot. You <i>denounce</i> a scandal, you <i>condemn</i> a crime — you <b>deprecate</b> a tendency, a habit, a fashion. It&#x27;s the disapproval of a committee or a leading article: dry, authoritative, no raised voice. That mildness is why <i>self-deprecating</i> means playing yourself down with a joke rather than actually attacking yourself.<hr>⚠️ <b>deprecate ≠ depreciate.</b><br>- <b>deprecate</b> = disapprove of, discourage<br>- <b>depreciate</b> = <i>fall in value</i> (a car depreciates the moment you drive it off the lot)<br><br>Note the extra <b>i</b> — and that <i>self-deprecating</i> is the standard form.<hr><i>Depre<b>ci</b>ate drops the <b>price</b>; depre<b>c</b>ate drops the <b>praise</b>.</i><br>One is about worth on a balance sheet, the other about approval withheld — politely.<hr>1. The editorial <b>deprecated</b> the government&#x27;s habit of legislating by press release, though it stopped short of calling for resignations.<hr>2. Careful — that function&#x27;s been <b>deprecated</b> since version 3; it still runs, but it&#x27;ll vanish next release.<hr>Every programmer meets this word as a yellow warning: <b>`DeprecationWarning`</b> — your code works today, but the maintainers officially disapprove and are removing it.<hr>Latin <b>de-</b> (&quot;away&quot;) + <b>precari</b> (&quot;to pray&quot;) — to <i>pray something away</i>, to avert it by entreaty. It started as a plea, not an attack, which is exactly why the modern word still disapproves so quietly.<br><br>Same root: <b>imprecation</b> (a curse — praying <i>at</i> someone), <b>precarious</b> (held only by someone else&#x27;s goodwill, so liable to collapse), and plain <b>pray</b>.	g28 register::formal connotation::negative antonym::playing-it-down-vs-puffing-it-up intensity::official-disapproval:-from-mild-to-blist lookalike::deliberate-delineate-denigrate-deprecate
<b>deride</b><br><span style='color:#7aa2f7'>dih-RYDE</span>	<b>To mock something as beneath serious consideration.</b><hr>To mock or ridicule — to laugh at something as beneath serious consideration.<br><br>The contempt is what does the work. <i>Tease</i> is affectionate, <i>mock</i> can be playful, but to <b>deride</b> is to dismiss from above: the target isn&#x27;t just funny, it&#x27;s worthless. It&#x27;s the verb of choice for critics and columnists — proposals, films, and beliefs get derided, usually in public and usually by someone who thinks the matter is already settled. Noun form <b>derision</b> carries the same sneer.<hr>⚠️ <b>deride ≠ decry.</b><br>- <b>deride</b> = <i>laugh at</i> it as ridiculous<br>- <b>decry</b> = <i>denounce</i> it as wrong or harmful<br><br>You deride a silly idea; you decry an injustice. Derision is amused; decrying is deadly serious.<hr><i><b>deride</b> rhymes with <b>snide</b> — the laugh comes with a sneer.</i><br>Both words pair humour with contempt, which is exactly what separates deriding from merely teasing.<hr>1. Contemporary reviewers <b>derided</b> the novel as sentimental trash; a century later it is required reading.<hr>2. Everyone <b>derided</b> his plan to drive there in one go — then he did it in eleven hours.<hr><b>&quot;Widely derided&quot;</b> is a standing phrase in tech and film journalism — the fixed label for a product launch or sequel the internet decided to laugh at.<hr>Latin <b>rīdēre</b> = <i>&quot;to laugh&quot;</i>, plus <b>de-</b> (<i>down, at</i>) — to laugh <i>down at</i> someone.<br><br>That root is worth banking: <b>ridiculous</b> (laughable), <b>ridicule</b>, <b>derision</b>, and the GRE favourite <b>risible</b> (<i>RIZ-uh-buhl</i>, laughable, absurd).	g14 register::formal connotation::negative antonym::held-sacred-vs-treated-as-fair-game connotation::looking-down-from-above meaning::mockery:-from-contempt-to-affection meaning::treat-as-unimportant
